#time(s)	value
1.212640e+00	8.620157e-02
1.222420e+00	8.611777e-02
1.232290e+00	8.603481e-02
1.242210e+00	8.595311e-02
1.252210e+00	8.587249e-02
1.262270e+00	8.579322e-02
1.272410e+00	8.571522e-02
1.282620e+00	8.563866e-02
1.292900e+00	8.556362e-02
1.303250e+00	8.549018e-02
1.313660e+00	8.541851e-02
1.324160e+00	8.534847e-02
1.334730e+00	8.528029e-02
1.345360e+00	8.521412e-02
1.356080e+00	8.514984e-02
1.366860e+00	8.508771e-02
1.377730e+00	8.502766e-02
1.388660e+00	8.496990e-02
1.399660e+00	8.491447e-02
1.410760e+00	8.486130e-02
1.421920e+00	8.481065e-02
1.433160e+00	8.476249e-02
1.444490e+00	8.471687e-02
1.455890e+00	8.467394e-02
1.467360e+00	8.463374e-02
1.478920e+00	8.459629e-02
1.490560e+00	8.456168e-02
1.502270e+00	8.452999e-02
1.514080e+00	8.450122e-02
1.525960e+00	8.447549e-02
1.537930e+00	8.445281e-02
1.549960e+00	8.443329e-02
1.562100e+00	8.441691e-02
1.574310e+00	8.440376e-02
1.586610e+00	8.439387e-02
1.599000e+00	8.438728e-02
1.611460e+00	8.438405e-02
1.624020e+00	8.438421e-02
1.636660e+00	8.438779e-02
1.649400e+00	8.439484e-02
1.662210e+00	8.440536e-02
1.675130e+00	8.441942e-02
1.688130e+00	8.443701e-02
1.701210e+00	8.445816e-02
1.714390e+00	8.448290e-02
1.727660e+00	8.451125e-02
1.741020e+00	8.454320e-02
1.754470e+00	8.457878e-02
1.768030e+00	8.461804e-02
1.781660e+00	8.466087e-02
1.795400e+00	8.470740e-02
1.809240e+00	8.475759e-02
1.823160e+00	8.481136e-02
1.837190e+00	8.486881e-02
1.851300e+00	8.492981e-02
1.865530e+00	8.499452e-02
1.879840e+00	8.506274e-02
1.894260e+00	8.513458e-02
1.908770e+00	8.520991e-02
1.923390e+00	8.528882e-02
1.938110e+00	8.537121e-02
1.952920e+00	8.545699e-02
1.967850e+00	8.554630e-02
1.982870e+00	8.563890e-02
1.998010e+00	8.573495e-02
2.013250e+00	8.583425e-02
2.028590e+00	8.593677e-02
2.044040e+00	8.604250e-02
2.059590e+00	8.615131e-02
2.075250e+00	8.626321e-02
2.091030e+00	8.637820e-02
2.106910e+00	8.649608e-02
2.122900e+00	8.661682e-02
2.139000e+00	8.674036e-02
2.155210e+00	8.686662e-02
2.171540e+00	8.699558e-02
2.187970e+00	8.712700e-02
2.204520e+00	8.726095e-02
2.221200e+00	8.739741e-02
2.237970e+00	8.753596e-02
2.254870e+00	8.767683e-02
2.271900e+00	8.781992e-02
2.289030e+00	8.796485e-02
2.306290e+00	8.811179e-02
2.323650e+00	8.826036e-02
2.341150e+00	8.841078e-02
2.358760e+00	8.856268e-02
2.376500e+00	8.871611e-02
2.394360e+00	8.887086e-02
2.412340e+00	8.902680e-02
2.430450e+00	8.918390e-02
2.448690e+00	8.934201e-02
2.467040e+00	8.950083e-02
2.485520e+00	8.966040e-02
2.504150e+00	8.982075e-02
2.522890e+00	8.998139e-02
2.541760e+00	9.014236e-02
2.560760e+00	9.030352e-02
2.579900e+00	9.046479e-02
2.599170e+00	9.062595e-02
2.618580e+00	9.078693e-02
2.638110e+00	9.094742e-02
2.657790e+00	9.110751e-02
2.677600e+00	9.126687e-02
2.697540e+00	9.142536e-02
2.717620e+00	9.158291e-02
2.737850e+00	9.173943e-02
2.758210e+00	9.189460e-02
2.778720e+00	9.204843e-02
2.799380e+00	9.220075e-02
2.820160e+00	9.235119e-02
2.841100e+00	9.249987e-02
2.862170e+00	9.264642e-02
2.883400e+00	9.279089e-02
2.904770e+00	9.293298e-02
2.926300e+00	9.307267e-02
2.947960e+00	9.320960e-02
2.969790e+00	9.334387e-02
2.991760e+00	9.347512e-02
3.013890e+00	9.360333e-02
3.036160e+00	9.372823e-02
3.058590e+00	9.384976e-02
3.081180e+00	9.396778e-02
3.103920e+00	9.408207e-02
3.126830e+00	9.419259e-02
3.149890e+00	9.429909e-02
3.173100e+00	9.440143e-02
3.196490e+00	9.449958e-02
3.220030e+00	9.459328e-02
3.243740e+00	9.468247e-02
3.267610e+00	9.476696e-02
3.291650e+00	9.484665e-02
3.315850e+00	9.492139e-02
3.340210e+00	9.499103e-02
3.364760e+00	9.505554e-02
3.389460e+00	9.511468e-02
3.414350e+00	9.516843e-02
3.439400e+00	9.521659e-02
3.464620e+00	9.525909e-02
3.490030e+00	9.529583e-02
3.515610e+00	9.532668e-02
3.541360e+00	9.535154e-02
3.567300e+00	9.537033e-02
3.593410e+00	9.538293e-02
3.619710e+00	9.538926e-02
3.646190e+00	9.538924e-02
3.672850e+00	9.538279e-02
3.699690e+00	9.536982e-02
3.726730e+00	9.535027e-02
3.753940e+00	9.532407e-02
3.781350e+00	9.529115e-02
3.808950e+00	9.525146e-02
3.836740e+00	9.520495e-02
3.864710e+00	9.515160e-02
3.892890e+00	9.509130e-02
3.921260e+00	9.502407e-02
3.949830e+00	9.494985e-02
3.978590e+00	9.486866e-02
4.007560e+00	9.478042e-02
4.036730e+00	9.468516e-02
4.066090e+00	9.458291e-02
4.095660e+00	9.447360e-02
4.125440e+00	9.435725e-02
4.155430e+00	9.423387e-02
4.185610e+00	9.410359e-02
4.216010e+00	9.396630e-02
4.246620e+00	9.382208e-02
4.277440e+00	9.367100e-02
4.308480e+00	9.351305e-02
4.339730e+00	9.334835e-02
4.371200e+00	9.317691e-02
4.402890e+00	9.299882e-02
4.434790e+00	9.281423e-02
4.466910e+00	9.262316e-02
4.499260e+00	9.242566e-02
4.531840e+00	9.222184e-02
4.564640e+00	9.201189e-02
4.597660e+00	9.179592e-02
4.630930e+00	9.157388e-02
4.664410e+00	9.134618e-02
4.698120e+00	9.111283e-02
4.732080e+00	9.087386e-02
4.766260e+00	9.062964e-02
4.800690e+00	9.038014e-02
4.835350e+00	9.012569e-02
4.870260e+00	8.986633e-02
4.905400e+00	8.960241e-02
4.940790e+00	8.933399e-02
4.976430e+00	8.906130e-02
5.012310e+00	8.878463e-02
5.048440e+00	8.850415e-02
5.084810e+00	8.822018e-02
5.121450e+00	8.793273e-02
5.158340e+00	8.764222e-02
5.195480e+00	8.734893e-02
5.232870e+00	8.705313e-02
5.270540e+00	8.675487e-02
5.308460e+00	8.645468e-02
5.346640e+00	8.615279e-02
5.385090e+00	8.584942e-02
5.423800e+00	8.554498e-02
5.462790e+00	8.523964e-02
5.502040e+00	8.493389e-02
5.541560e+00	8.462799e-02
5.581360e+00	8.432222e-02
5.621440e+00	8.401694e-02
5.661790e+00	8.371260e-02
5.702410e+00	8.340955e-02
5.743340e+00	8.310790e-02
5.784520e+00	8.280846e-02
5.826010e+00	8.251121e-02
5.867790e+00	8.221669e-02
5.909840e+00	8.192546e-02
5.952190e+00	8.163771e-02
5.994840e+00	8.135389e-02
6.037780e+00	8.107448e-02
6.081010e+00	8.079992e-02
6.124550e+00	8.053054e-02
6.168400e+00	8.026678e-02
6.212540e+00	8.000923e-02
6.256990e+00	7.975823e-02
6.301750e+00	7.951424e-02
6.346810e+00	7.927780e-02
6.392200e+00	7.904923e-02
6.437890e+00	7.882917e-02
6.483900e+00	7.861801e-02
6.530240e+00	7.841620e-02
6.576890e+00	7.822433e-02
6.623860e+00	7.804286e-02
6.671160e+00	7.787226e-02
6.718790e+00	7.771305e-02
6.766750e+00	7.756573e-02
6.815040e+00	7.743084e-02
6.863660e+00	7.730889e-02
6.912620e+00	7.720039e-02
6.961930e+00	7.710584e-02
7.011580e+00	7.702581e-02
7.061560e+00	7.696083e-02
7.111900e+00	7.691141e-02
7.162570e+00	7.687812e-02
7.213610e+00	7.686146e-02
7.265000e+00	7.686199e-02
7.316750e+00	7.688026e-02
7.368850e+00	7.691681e-02
7.421310e+00	7.697218e-02
7.474150e+00	7.704696e-02
7.527340e+00	7.714163e-02
7.580900e+00	7.725678e-02
7.634840e+00	7.739298e-02
7.689150e+00	7.755075e-02
7.743820e+00	7.773060e-02
7.798900e+00	7.793323e-02
7.854340e+00	7.815902e-02
7.910170e+00	7.840862e-02
7.966390e+00	7.868256e-02
8.023000e+00	7.898138e-02
8.079990e+00	7.930557e-02
8.137390e+00	7.965581e-02
8.195180e+00	8.003252e-02
8.253380e+00	8.043634e-02
8.311960e+00	8.086759e-02
8.370970e+00	8.132714e-02
8.430390e+00	8.181537e-02
8.490200e+00	8.233260e-02
8.550440e+00	8.287967e-02
8.611100e+00	8.345700e-02
8.672180e+00	8.406508e-02
8.733680e+00	8.470438e-02
8.795600e+00	8.537539e-02
8.857950e+00	8.607867e-02
8.920740e+00	8.681481e-02
8.983960e+00	8.758414e-02
9.047620e+00	8.838724e-02
9.111720e+00	8.922454e-02
9.176260e+00	9.009648e-02
9.241260e+00	9.100375e-02
9.306700e+00	9.194650e-02
9.372600e+00	9.292541e-02
9.438950e+00	9.394073e-02
9.505780e+00	9.499332e-02
9.573050e+00	9.608293e-02
9.640790e+00	9.721039e-02
9.709000e+00	9.837607e-02
9.777690e+00	9.958049e-02
9.846850e+00	1.008238e-01
9.916490e+00	1.021065e-01
9.986610e+00	1.034290e-01
1.005720e+01	1.047912e-01
1.012830e+01	1.061944e-01
1.019990e+01	1.076385e-01
1.027200e+01	1.091239e-01
1.034460e+01	1.106508e-01
1.041770e+01	1.122194e-01
1.049130e+01	1.138300e-01
1.056540e+01	1.154827e-01
1.064000e+01	1.171778e-01
1.071520e+01	1.189178e-01
1.079080e+01	1.206981e-01
1.086700e+01	1.225237e-01
1.094370e+01	1.243922e-01
1.102100e+01	1.263063e-01
1.109870e+01	1.282611e-01
1.117710e+01	1.302643e-01
1.125590e+01	1.323083e-01
1.133530e+01	1.343982e-01
1.141530e+01	1.365342e-01
1.149580e+01	1.387137e-01
1.157690e+01	1.409394e-01
1.165850e+01	1.432085e-01
1.174070e+01	1.455238e-01
1.182350e+01	1.478853e-01
1.190680e+01	1.502900e-01
1.199070e+01	1.527408e-01
1.207520e+01	1.552376e-01
1.216030e+01	1.577803e-01
1.224600e+01	1.603689e-01
1.233230e+01	1.630031e-01
1.241920e+01	1.656829e-01
1.250660e+01	1.684050e-01
1.259470e+01	1.711754e-01
1.268340e+01	1.739907e-01
1.277270e+01	1.768509e-01
1.286260e+01	1.797555e-01
1.295320e+01	1.827077e-01
1.304430e+01	1.857006e-01
1.313610e+01	1.887404e-01
1.322860e+01	1.918270e-01
1.332170e+01	1.949566e-01
1.341540e+01	1.981289e-01
1.350980e+01	2.013470e-01
1.360480e+01	2.046069e-01
1.370050e+01	2.079119e-01
1.379680e+01	2.112579e-01
1.389390e+01	2.146516e-01
1.399160e+01	2.180854e-01
1.408990e+01	2.215590e-01
1.418900e+01	2.250789e-01
1.428870e+01	2.286375e-01
1.438910e+01	2.322379e-01
1.449030e+01	2.358830e-01
1.459210e+01	2.395652e-01
1.469460e+01	2.432875e-01
1.479790e+01	2.470530e-01
1.490180e+01	2.508537e-01
1.500650e+01	2.546964e-01
1.511190e+01	2.585767e-01
1.521810e+01	2.624977e-01
1.532490e+01	2.664513e-01
1.543260e+01	2.704480e-01
1.554090e+01	2.744759e-01
1.565000e+01	2.785417e-01
1.575990e+01	2.826447e-01
1.587050e+01	2.867805e-01
1.598190e+01	2.909519e-01
1.609410e+01	2.951583e-01
1.620700e+01	2.993950e-01
1.632080e+01	3.036688e-01
1.643530e+01	3.079714e-01
1.655060e+01	3.123057e-01
1.666670e+01	3.166707e-01
1.678360e+01	3.210657e-01
1.690130e+01	3.254898e-01
1.701990e+01	3.299459e-01
1.713920e+01	3.344255e-01
1.725940e+01	3.389352e-01
1.738040e+01	3.434703e-01
1.750230e+01	3.480338e-01
1.762500e+01	3.526207e-01
1.774860e+01	3.572341e-01
1.787300e+01	3.618690e-01
1.799830e+01	3.665283e-01
1.812440e+01	3.712073e-01
1.825140e+01	3.759087e-01
1.837930e+01	3.806314e-01
1.850810e+01	3.853745e-01
1.863780e+01	3.901368e-01
1.876840e+01	3.949174e-01
1.889990e+01	3.997152e-01
1.903220e+01	4.045255e-01
1.916560e+01	4.093581e-01
1.929980e+01	4.142012e-01
1.943500e+01	4.190607e-01
1.957110e+01	4.239321e-01
1.970810e+01	4.288143e-01
1.984610e+01	4.337097e-01
1.998510e+01	4.386172e-01
2.012500e+01	4.435322e-01
2.026590e+01	4.484570e-01
2.040770e+01	4.533871e-01
2.055060e+01	4.583283e-01
2.069440e+01	4.632725e-01
2.083920e+01	4.682221e-01
2.098510e+01	4.731794e-01
2.113190e+01	4.781363e-01
2.127980e+01	4.830986e-01
2.142870e+01	4.880617e-01
2.157860e+01	4.930244e-01
2.172960e+01	4.979890e-01
2.188160e+01	5.029510e-01
2.203460e+01	5.079094e-01
2.218880e+01	5.128693e-01
2.234400e+01	5.178233e-01
2.250020e+01	5.227702e-01
2.265760e+01	5.277152e-01
2.281600e+01	5.326509e-01
2.297550e+01	5.375792e-01
2.313620e+01	5.425022e-01
2.329800e+01	5.474156e-01
2.346080e+01	5.523153e-01
2.362480e+01	5.572062e-01
2.379000e+01	5.620871e-01
2.395630e+01	5.669540e-01
2.412370e+01	5.718058e-01
2.429230e+01	5.766443e-01
2.446210e+01	5.814683e-01
2.463310e+01	5.862769e-01
2.480520e+01	5.910660e-01
2.497850e+01	5.958375e-01
2.515300e+01	6.005902e-01
2.532880e+01	6.053258e-01
2.550570e+01	6.100379e-01
2.568390e+01	6.147308e-01
2.586330e+01	6.194008e-01
2.604400e+01	6.240494e-01
2.622590e+01	6.286731e-01
2.640910e+01	6.332734e-01
2.659350e+01	6.378468e-01
2.677930e+01	6.423973e-01
2.696630e+01	6.469190e-01
2.715460e+01	6.514133e-01
2.734420e+01	6.558794e-01
2.753510e+01	6.603163e-01
2.772740e+01	6.647254e-01
2.792090e+01	6.691011e-01
2.811590e+01	6.734495e-01
2.831210e+01	6.777628e-01
2.850980e+01	6.820468e-01
2.870880e+01	6.862963e-01
2.890920e+01	6.905126e-01
2.911100e+01	6.946949e-01
2.931410e+01	6.988403e-01
2.951870e+01	7.029520e-01
2.972470e+01	7.070273e-01
2.993210e+01	7.110654e-01
3.014100e+01	7.150675e-01
3.035130e+01	7.190308e-01
3.056310e+01	7.229567e-01
3.077630e+01	7.268424e-01
3.099110e+01	7.306910e-01
3.120730e+01	7.344982e-01
3.142500e+01	7.382650e-01
3.164420e+01	7.419909e-01
3.186490e+01	7.456753e-01
3.208720e+01	7.493191e-01
3.231100e+01	7.529202e-01
3.253630e+01	7.564780e-01
3.276320e+01	7.599935e-01
3.299170e+01	7.634661e-01
3.322180e+01	7.668954e-01
3.345350e+01	7.702808e-01
3.368670e+01	7.736204e-01
3.392160e+01	7.769166e-01
3.415820e+01	7.801688e-01
3.439630e+01	7.833740e-01
3.463610e+01	7.865345e-01
3.487760e+01	7.896497e-01
3.512080e+01	7.927194e-01
3.536560e+01	7.957419e-01
3.561210e+01	7.987181e-01
3.586040e+01	8.016490e-01
3.611030e+01	8.045317e-01
3.636200e+01	8.073685e-01
3.661540e+01	8.101578e-01
3.687060e+01	8.129005e-01
3.712760e+01	8.155965e-01
3.738630e+01	8.182443e-01
3.764690e+01	8.208460e-01
3.790920e+01	8.233992e-01
3.817340e+01	8.259059e-01
3.843940e+01	8.283648e-01
3.870720e+01	8.307760e-01
3.897690e+01	8.331401e-01
3.924850e+01	8.354572e-01
3.952190e+01	8.377263e-01
3.979720e+01	8.399482e-01
4.007450e+01	8.421236e-01
4.035360e+01	8.442511e-01
4.063480e+01	8.463328e-01
4.091780e+01	8.483665e-01
4.120280e+01	8.503539e-01
4.148980e+01	8.522948e-01
4.177880e+01	8.541894e-01
4.206980e+01	8.560378e-01
4.236280e+01	8.578401e-01
4.265780e+01	8.595964e-01
4.295490e+01	8.613075e-01
4.325400e+01	8.629729e-01
4.355520e+01	8.645933e-01
4.385850e+01	8.661690e-01
4.416390e+01	8.677002e-01
4.447150e+01	8.691875e-01
4.478110e+01	8.706303e-01
4.509290e+01	8.720297e-01
4.540680e+01	8.733855e-01
4.572300e+01	8.746990e-01
4.604130e+01	8.759694e-01
4.636180e+01	8.771977e-01
4.668460e+01	8.783844e-01
4.700960e+01	8.795295e-01
4.733680e+01	8.806334e-01
4.766630e+01	8.816968e-01
4.799810e+01	8.827201e-01
4.833220e+01	8.837036e-01
4.866860e+01	8.846477e-01
4.900740e+01	8.855531e-01
4.934840e+01	8.864198e-01
4.969190e+01	8.872488e-01
5.003770e+01	8.880403e-01
5.038600e+01	8.887950e-01
5.073660e+01	8.895130e-01
5.108970e+01	8.901953e-01
5.144520e+01	8.908420e-01
5.180320e+01	8.914539e-01
5.216370e+01	8.920315e-01
5.252660e+01	8.925751e-01
5.289210e+01	8.930856e-01
5.326010e+01	8.935633e-01
5.363070e+01	8.940089e-01
5.400380e+01	8.944228e-01
5.437960e+01	8.948059e-01
5.475790e+01	8.951584e-01
5.513880e+01	8.954810e-01
5.552240e+01	8.957745e-01
5.590870e+01	8.960393e-01
5.629760e+01	8.962759e-01
5.668920e+01	8.964851e-01
5.708360e+01	8.966675e-01
5.748060e+01	8.968236e-01
5.788050e+01	8.969541e-01
5.828310e+01	8.970595e-01
5.868840e+01	8.971405e-01
5.909660e+01	8.971977e-01
5.950760e+01	8.972318e-01
5.992150e+01	8.972433e-01
6.033830e+01	8.972329e-01
6.075790e+01	8.972012e-01
6.118040e+01	8.971488e-01
6.160590e+01	8.970764e-01
6.203430e+01	8.969846e-01
6.246570e+01	8.968740e-01
6.290010e+01	8.967452e-01
6.333750e+01	8.965989e-01
6.377790e+01	8.964358e-01
6.422140e+01	8.962563e-01
6.466790e+01	8.960612e-01
6.511760e+01	8.958510e-01
6.557030e+01	8.956265e-01
6.602620e+01	8.953882e-01
6.648530e+01	8.951367e-01
6.694750e+01	8.948726e-01
6.741300e+01	8.945965e-01
6.788160e+01	8.943092e-01
6.835360e+01	8.940110e-01
6.882880e+01	8.937028e-01
6.930720e+01	8.933850e-01
6.978900e+01	8.930583e-01
7.027420e+01	8.927231e-01
7.076270e+01	8.923802e-01
7.125460e+01	8.920300e-01
7.174990e+01	8.916733e-01
7.224860e+01	8.913104e-01
7.275080e+01	8.909421e-01
7.325650e+01	8.905687e-01
7.376560e+01	8.901911e-01
7.427830e+01	8.898095e-01
7.479460e+01	8.894246e-01
7.531440e+01	8.890369e-01
7.583790e+01	8.886469e-01
7.636500e+01	8.882552e-01
7.689570e+01	8.878623e-01
7.743010e+01	8.874686e-01
7.796820e+01	8.870746e-01
7.851000e+01	8.866809e-01
7.905560e+01	8.862880e-01
7.960500e+01	8.858961e-01
8.015820e+01	8.855060e-01
8.071520e+01	8.851180e-01
8.127600e+01	8.847326e-01
8.184080e+01	8.843501e-01
8.240950e+01	8.839710e-01
8.298210e+01	8.835958e-01
8.355870e+01	8.832249e-01
