#time(s)	value
1.603245e-07	8.657661e-01
1.636817e-07	8.649859e-01
1.671091e-07	8.641917e-01
1.706082e-07	8.633835e-01
1.741807e-07	8.625608e-01
1.778279e-07	8.617236e-01
1.815516e-07	8.608715e-01
1.853532e-07	8.600046e-01
1.892344e-07	8.591225e-01
1.931968e-07	8.582251e-01
1.972423e-07	8.573122e-01
2.013724e-07	8.563837e-01
2.055891e-07	8.554394e-01
2.098940e-07	8.544792e-01
2.142891e-07	8.535029e-01
2.187762e-07	8.525104e-01
2.233572e-07	8.515017e-01
2.280342e-07	8.504765e-01
2.328091e-07	8.494348e-01
2.376840e-07	8.483766e-01
2.426610e-07	8.473017e-01
2.477422e-07	8.462101e-01
2.529298e-07	8.451017e-01
2.582260e-07	8.439766e-01
2.636331e-07	8.428346e-01
2.691535e-07	8.416758e-01
2.747894e-07	8.405001e-01
2.805434e-07	8.393077e-01
2.864178e-07	8.380984e-01
2.924152e-07	8.368724e-01
2.985383e-07	8.356297e-01
3.047895e-07	8.343704e-01
3.111716e-07	8.330945e-01
3.176874e-07	8.318022e-01
3.243396e-07	8.304935e-01
3.311311e-07	8.291686e-01
3.380648e-07	8.278276e-01
3.451437e-07	8.264707e-01
3.523709e-07	8.250980e-01
3.597493e-07	8.237098e-01
3.672823e-07	8.223061e-01
3.749730e-07	8.208873e-01
3.828247e-07	8.194535e-01
3.908409e-07	8.180050e-01
3.990249e-07	8.165421e-01
4.073803e-07	8.150649e-01
4.159106e-07	8.135739e-01
4.246196e-07	8.120692e-01
4.335109e-07	8.105512e-01
4.425884e-07	8.090202e-01
4.518559e-07	8.074766e-01
4.613176e-07	8.059206e-01
4.709773e-07	8.043527e-01
4.808393e-07	8.027732e-01
4.909079e-07	8.011825e-01
5.011872e-07	7.995810e-01
5.116818e-07	7.979692e-01
5.223962e-07	7.963473e-01
5.333349e-07	7.947159e-01
5.445027e-07	7.930755e-01
5.559043e-07	7.914263e-01
5.675446e-07	7.897690e-01
5.794287e-07	7.881040e-01
5.915616e-07	7.864318e-01
6.039486e-07	7.847528e-01
6.165950e-07	7.830675e-01
6.295062e-07	7.813765e-01
6.426877e-07	7.796803e-01
6.561453e-07	7.779793e-01
6.698846e-07	7.762741e-01
6.839116e-07	7.745653e-01
6.982324e-07	7.728533e-01
7.128530e-07	7.711388e-01
7.277798e-07	7.694221e-01
7.430191e-07	7.677040e-01
7.585776e-07	7.659849e-01
7.744618e-07	7.642653e-01
7.906786e-07	7.625460e-01
8.072350e-07	7.608273e-01
8.241381e-07	7.591098e-01
8.413951e-07	7.573942e-01
8.590135e-07	7.556809e-01
8.770008e-07	7.539705e-01
8.953648e-07	7.522636e-01
9.141132e-07	7.505607e-01
9.332543e-07	7.488624e-01
9.527962e-07	7.471691e-01
9.727472e-07	7.454816e-01
9.931160e-07	7.438001e-01
1.013911e-06	7.421255e-01
1.035142e-06	7.404580e-01
1.056818e-06	7.387983e-01
1.078947e-06	7.371469e-01
1.101539e-06	7.355043e-01
1.124605e-06	7.338709e-01
1.148154e-06	7.322474e-01
1.172195e-06	7.306341e-01
1.196741e-06	7.290315e-01
1.221800e-06	7.274402e-01
1.247384e-06	7.258605e-01
1.273503e-06	7.242930e-01
1.300170e-06	7.227379e-01
1.327394e-06	7.211960e-01
1.355189e-06	7.196673e-01
1.383566e-06	7.181525e-01
1.412538e-06	7.166518e-01
1.442115e-06	7.151658e-01
1.472313e-06	7.136947e-01
1.503142e-06	7.122389e-01
1.534617e-06	7.107988e-01
1.566751e-06	7.093746e-01
1.599558e-06	7.079667e-01
1.633052e-06	7.065754e-01
1.667247e-06	7.052011e-01
1.702159e-06	7.038438e-01
1.737801e-06	7.025040e-01
1.774189e-06	7.011818e-01
1.811340e-06	6.998776e-01
1.849269e-06	6.985914e-01
1.887991e-06	6.973236e-01
1.927525e-06	6.960742e-01
1.967886e-06	6.948435e-01
2.009093e-06	6.936316e-01
2.051162e-06	6.924387e-01
2.094112e-06	6.912649e-01
2.137962e-06	6.901102e-01
2.182730e-06	6.889749e-01
2.228435e-06	6.878589e-01
2.275097e-06	6.867623e-01
2.322737e-06	6.856851e-01
2.371374e-06	6.846275e-01
2.421029e-06	6.835894e-01
2.471724e-06	6.825707e-01
2.523481e-06	6.815716e-01
2.576321e-06	6.805919e-01
2.630268e-06	6.796316e-01
2.685344e-06	6.786907e-01
2.741574e-06	6.777690e-01
2.798981e-06	6.768665e-01
2.857591e-06	6.759830e-01
2.917427e-06	6.751186e-01
2.978516e-06	6.742729e-01
3.040885e-06	6.734458e-01
3.104560e-06	6.726372e-01
3.169567e-06	6.718470e-01
3.235937e-06	6.710748e-01
3.303695e-06	6.703205e-01
3.372873e-06	6.695840e-01
3.443499e-06	6.688648e-01
3.515604e-06	6.681629e-01
3.589219e-06	6.674779e-01
3.664376e-06	6.668096e-01
3.741106e-06	6.661577e-01
3.819443e-06	6.655218e-01
3.899420e-06	6.649018e-01
3.981072e-06	6.642972e-01
4.064433e-06	6.637077e-01
4.149540e-06	6.631331e-01
4.236430e-06	6.625728e-01
4.325138e-06	6.620267e-01
4.415704e-06	6.614943e-01
4.508167e-06	6.609752e-01
4.602566e-06	6.604690e-01
4.698941e-06	6.599754e-01
4.797334e-06	6.594939e-01
4.897788e-06	6.590241e-01
5.000345e-06	6.585657e-01
5.105050e-06	6.581181e-01
5.211947e-06	6.576809e-01
5.321083e-06	6.572538e-01
5.432503e-06	6.568362e-01
5.546257e-06	6.564276e-01
5.662393e-06	6.560277e-01
5.780960e-06	6.556359e-01
5.902011e-06	6.552519e-01
6.025596e-06	6.548750e-01
6.151769e-06	6.545048e-01
6.280584e-06	6.541409e-01
6.412096e-06	6.537828e-01
6.546362e-06	6.534299e-01
6.683439e-06	6.530817e-01
6.823387e-06	6.527379e-01
6.966265e-06	6.523978e-01
7.112135e-06	6.520609e-01
7.261060e-06	6.517269e-01
7.413102e-06	6.513951e-01
7.568329e-06	6.510650e-01
7.726806e-06	6.507362e-01
7.888601e-06	6.504082e-01
8.053784e-06	6.500804e-01
8.222426e-06	6.497524e-01
8.394600e-06	6.494235e-01
8.570378e-06	6.490935e-01
8.749838e-06	6.487616e-01
8.933055e-06	6.484275e-01
9.120108e-06	6.480906e-01
9.311079e-06	6.477505e-01
9.506048e-06	6.474067e-01
9.705100e-06	6.470586e-01
9.908319e-06	6.467058e-01
1.011579e-05	6.463478e-01
1.032761e-05	6.459841e-01
1.054387e-05	6.456143e-01
1.076465e-05	6.452379e-01
1.099006e-05	6.448544e-01
1.122018e-05	6.444634e-01
1.145513e-05	6.440644e-01
1.169499e-05	6.436570e-01
1.193988e-05	6.432407e-01
1.218990e-05	6.428151e-01
1.244515e-05	6.423797e-01
1.270574e-05	6.419343e-01
1.297179e-05	6.414782e-01
1.324342e-05	6.410112e-01
1.352073e-05	6.405328e-01
1.380384e-05	6.400427e-01
1.409289e-05	6.395404e-01
1.438799e-05	6.390256e-01
1.468926e-05	6.384979e-01
1.499685e-05	6.379569e-01
1.531087e-05	6.374024e-01
1.563148e-05	6.368339e-01
1.595879e-05	6.362511e-01
1.629296e-05	6.356537e-01
1.663413e-05	6.350414e-01
1.698244e-05	6.344139e-01
1.733804e-05	6.337709e-01
1.770109e-05	6.331120e-01
1.807174e-05	6.324371e-01
1.845015e-05	6.317459e-01
1.883649e-05	6.310380e-01
1.923092e-05	6.303133e-01
1.963360e-05	6.295716e-01
2.004472e-05	6.288125e-01
2.046445e-05	6.280359e-01
2.089296e-05	6.272416e-01
2.133045e-05	6.264294e-01
2.177710e-05	6.255991e-01
2.223310e-05	6.247506e-01
2.269865e-05	6.238837e-01
2.317395e-05	6.229982e-01
2.365920e-05	6.220941e-01
2.415461e-05	6.211711e-01
2.466039e-05	6.202292e-01
2.517677e-05	6.192684e-01
2.570396e-05	6.182884e-01
2.624219e-05	6.172892e-01
2.679168e-05	6.162709e-01
2.735269e-05	6.152333e-01
2.792544e-05	6.141763e-01
2.851018e-05	6.131001e-01
2.910717e-05	6.120044e-01
2.971666e-05	6.108895e-01
3.033891e-05	6.097552e-01
3.097419e-05	6.086016e-01
3.162278e-05	6.074288e-01
3.228494e-05	6.062368e-01
3.296097e-05	6.050256e-01
3.365116e-05	6.037953e-01
3.435579e-05	6.025461e-01
3.507519e-05	6.012780e-01
3.580964e-05	5.999912e-01
3.655948e-05	5.986857e-01
3.732502e-05	5.973618e-01
3.810658e-05	5.960196e-01
3.890451e-05	5.946591e-01
3.971915e-05	5.932808e-01
4.055085e-05	5.918846e-01
4.139997e-05	5.904708e-01
4.226686e-05	5.890397e-01
4.315191e-05	5.875915e-01
4.405549e-05	5.861264e-01
4.497799e-05	5.846446e-01
4.591980e-05	5.831465e-01
4.688134e-05	5.816323e-01
4.786301e-05	5.801023e-01
4.886524e-05	5.785568e-01
4.988845e-05	5.769962e-01
5.093309e-05	5.754207e-01
5.199960e-05	5.738307e-01
5.308844e-05	5.722265e-01
5.420009e-05	5.706086e-01
5.533501e-05	5.689772e-01
5.649370e-05	5.673328e-01
5.767665e-05	5.656757e-01
5.888437e-05	5.640064e-01
6.011737e-05	5.623252e-01
6.137620e-05	5.606326e-01
6.266139e-05	5.589291e-01
6.397348e-05	5.572150e-01
6.531306e-05	5.554907e-01
6.668068e-05	5.537569e-01
6.807694e-05	5.520139e-01
6.950243e-05	5.502622e-01
7.095778e-05	5.485023e-01
7.244360e-05	5.467346e-01
7.396053e-05	5.449597e-01
7.550922e-05	5.431781e-01
7.709035e-05	5.413903e-01
7.870458e-05	5.395967e-01
8.035261e-05	5.377980e-01
8.203515e-05	5.359946e-01
8.375293e-05	5.341871e-01
8.550667e-05	5.323759e-01
8.729714e-05	5.305617e-01
8.912509e-05	5.287449e-01
9.099133e-05	5.269261e-01
9.289664e-05	5.251059e-01
9.484185e-05	5.232848e-01
9.682779e-05	5.214632e-01
9.885531e-05	5.196419e-01
1.009253e-04	5.178212e-01
1.030386e-04	5.160019e-01
1.051962e-04	5.141843e-01
1.073989e-04	5.123691e-01
1.096478e-04	5.105567e-01
1.119438e-04	5.087477e-01
1.142878e-04	5.069427e-01
1.166810e-04	5.051421e-01
1.191242e-04	5.033465e-01
1.216186e-04	5.015564e-01
1.241652e-04	4.997724e-01
1.267652e-04	4.979948e-01
1.294196e-04	4.962242e-01
1.321296e-04	4.944611e-01
1.348963e-04	4.927060e-01
1.377209e-04	4.909594e-01
1.406048e-04	4.892216e-01
1.435489e-04	4.874933e-01
1.465548e-04	4.857747e-01
1.496236e-04	4.840664e-01
1.527566e-04	4.823687e-01
1.559553e-04	4.806820e-01
1.592209e-04	4.790069e-01
1.625549e-04	4.773435e-01
1.659587e-04	4.756924e-01
1.694338e-04	4.740538e-01
1.729816e-04	4.724281e-01
1.766038e-04	4.708156e-01
1.803018e-04	4.692166e-01
1.840772e-04	4.676314e-01
1.879317e-04	4.660603e-01
1.918669e-04	4.645036e-01
1.958845e-04	4.629615e-01
1.999862e-04	4.614341e-01
2.041738e-04	4.599218e-01
2.084491e-04	4.584247e-01
2.128139e-04	4.569430e-01
2.172701e-04	4.554768e-01
2.218196e-04	4.540262e-01
2.264644e-04	4.525914e-01
2.312065e-04	4.511725e-01
2.360478e-04	4.497695e-01
2.409905e-04	4.483825e-01
2.460368e-04	4.470114e-01
2.511886e-04	4.456565e-01
2.564484e-04	4.443175e-01
2.618183e-04	4.429946e-01
2.673006e-04	4.416876e-01
2.728978e-04	4.403964e-01
2.786121e-04	4.391211e-01
2.844461e-04	4.378614e-01
2.904023e-04	4.366173e-01
2.964831e-04	4.353886e-01
3.026913e-04	4.341751e-01
3.090295e-04	4.329767e-01
3.155005e-04	4.317930e-01
3.221069e-04	4.306240e-01
3.288516e-04	4.294694e-01
3.357376e-04	4.283288e-01
3.427678e-04	4.272020e-01
3.499452e-04	4.260887e-01
3.572728e-04	4.249887e-01
3.647539e-04	4.239014e-01
3.723917e-04	4.228266e-01
3.801894e-04	4.217639e-01
3.881504e-04	4.207129e-01
3.962780e-04	4.196732e-01
4.045759e-04	4.186443e-01
4.130475e-04	4.176259e-01
4.216965e-04	4.166175e-01
4.305266e-04	4.156186e-01
4.395416e-04	4.146287e-01
4.487454e-04	4.136473e-01
4.581419e-04	4.126739e-01
4.677351e-04	4.117081e-01
4.775293e-04	4.107491e-01
4.875285e-04	4.097966e-01
4.977371e-04	4.088500e-01
5.081594e-04	4.079086e-01
5.188000e-04	4.069719e-01
5.296634e-04	4.060394e-01
5.407543e-04	4.051104e-01
5.520774e-04	4.041844e-01
5.636377e-04	4.032607e-01
5.754399e-04	4.023387e-01
5.874894e-04	4.014178e-01
5.997911e-04	4.004974e-01
6.123504e-04	3.995768e-01
6.251727e-04	3.986555e-01
6.382635e-04	3.977328e-01
6.516284e-04	3.968081e-01
6.652732e-04	3.958807e-01
6.792036e-04	3.949500e-01
6.934258e-04	3.940154e-01
7.079458e-04	3.930763e-01
7.227698e-04	3.921319e-01
7.379042e-04	3.911817e-01
7.533556e-04	3.902251e-01
7.691304e-04	3.892615e-01
7.852356e-04	3.882901e-01
8.016781e-04	3.873105e-01
8.184648e-04	3.863220e-01
8.356030e-04	3.853241e-01
8.531001e-04	3.843160e-01
8.709636e-04	3.832974e-01
8.892011e-04	3.822675e-01
9.078205e-04	3.812258e-01
9.268298e-04	3.801718e-01
9.462372e-04	3.791049e-01
9.660509e-04	3.780247e-01
9.862795e-04	3.769305e-01
1.006932e-03	3.758219e-01
1.028016e-03	3.746984e-01
1.049542e-03	3.735595e-01
1.071519e-03	3.724047e-01
1.093956e-03	3.712336e-01
1.116863e-03	3.700458e-01
1.140250e-03	3.688408e-01
1.164126e-03	3.676183e-01
1.188502e-03	3.663778e-01
1.213389e-03	3.651190e-01
1.238797e-03	3.638416e-01
1.264736e-03	3.625452e-01
1.291219e-03	3.612295e-01
1.318257e-03	3.598941e-01
1.345860e-03	3.585389e-01
1.374042e-03	3.571635e-01
1.402814e-03	3.557678e-01
1.432188e-03	3.543515e-01
1.462177e-03	3.529145e-01
1.492794e-03	3.514564e-01
1.524053e-03	3.499773e-01
1.555966e-03	3.484769e-01
1.588547e-03	3.469551e-01
1.621810e-03	3.454120e-01
1.655770e-03	3.438473e-01
1.690441e-03	3.422610e-01
1.725838e-03	3.406531e-01
1.761976e-03	3.390237e-01
1.798871e-03	3.373727e-01
1.836538e-03	3.357002e-01
1.874995e-03	3.340062e-01
1.914256e-03	3.322908e-01
1.954339e-03	3.305542e-01
1.995262e-03	3.287964e-01
2.037042e-03	3.270176e-01
2.079697e-03	3.252180e-01
2.123244e-03	3.233978e-01
2.167704e-03	3.215572e-01
2.213095e-03	3.196964e-01
2.259436e-03	3.178157e-01
2.306747e-03	3.159154e-01
2.355049e-03	3.139958e-01
2.404363e-03	3.120572e-01
2.454709e-03	3.101000e-01
2.506109e-03	3.081244e-01
2.558586e-03	3.061310e-01
2.612161e-03	3.041201e-01
2.666859e-03	3.020920e-01
2.722701e-03	3.000474e-01
2.779713e-03	2.979866e-01
2.837919e-03	2.959102e-01
2.897344e-03	2.938185e-01
2.958012e-03	2.917122e-01
3.019952e-03	2.895917e-01
3.083188e-03	2.874576e-01
3.147748e-03	2.853106e-01
3.213661e-03	2.831510e-01
3.280953e-03	2.809797e-01
3.349654e-03	2.787971e-01
3.419794e-03	2.766039e-01
3.491403e-03	2.744007e-01
3.564511e-03	2.721882e-01
3.639150e-03	2.699671e-01
3.715352e-03	2.677380e-01
3.793150e-03	2.655016e-01
3.872576e-03	2.632586e-01
3.953666e-03	2.610098e-01
4.036454e-03	2.587557e-01
4.120975e-03	2.564973e-01
4.207266e-03	2.542352e-01
4.295364e-03	2.519701e-01
4.385307e-03	2.497028e-01
4.477133e-03	2.474341e-01
4.570882e-03	2.451646e-01
4.666594e-03	2.428953e-01
4.764310e-03	2.406268e-01
4.864072e-03	2.383600e-01
4.965923e-03	2.360955e-01
5.069907e-03	2.338343e-01
5.176068e-03	2.315770e-01
5.284453e-03	2.293244e-01
5.395106e-03	2.270774e-01
5.508077e-03	2.248367e-01
5.623413e-03	2.226031e-01
5.741165e-03	2.203773e-01
5.861382e-03	2.181602e-01
5.984116e-03	2.159525e-01
6.109420e-03	2.137549e-01
6.237348e-03	2.115683e-01
6.367955e-03	2.093934e-01
6.501297e-03	2.072310e-01
6.637431e-03	2.050817e-01
6.776415e-03	2.029463e-01
6.918310e-03	2.008256e-01
7.063176e-03	1.987203e-01
7.211075e-03	1.966310e-01
7.362071e-03	1.945585e-01
7.516229e-03	1.925035e-01
7.673615e-03	1.904666e-01
7.834296e-03	1.884485e-01
7.998343e-03	1.864498e-01
8.165824e-03	1.844713e-01
8.336812e-03	1.825134e-01
8.511380e-03	1.805769e-01
8.689604e-03	1.786624e-01
8.871560e-03	1.767703e-01
9.057326e-03	1.749013e-01
9.246982e-03	1.730559e-01
9.440609e-03	1.712347e-01
9.638290e-03	1.694381e-01
9.840111e-03	1.676668e-01
1.004616e-02	1.659210e-01
1.025652e-02	1.642014e-01
1.047129e-02	1.625083e-01
1.069055e-02	1.608423e-01
1.091440e-02	1.592037e-01
1.114295e-02	1.575927e-01
1.137627e-02	1.560100e-01
1.161449e-02	1.544557e-01
1.185769e-02	1.529303e-01
1.210598e-02	1.514340e-01
1.235947e-02	1.499672e-01
1.261828e-02	1.485299e-01
1.288250e-02	1.471226e-01
1.315225e-02	1.457455e-01
1.342765e-02	1.443988e-01
1.370882e-02	1.430825e-01
1.399587e-02	1.417970e-01
1.428894e-02	1.405423e-01
1.458814e-02	1.393186e-01
1.489361e-02	1.381259e-01
1.520548e-02	1.369643e-01
1.552387e-02	1.358340e-01
1.584893e-02	1.347348e-01
1.618080e-02	1.336669e-01
1.651962e-02	1.326302e-01
1.686553e-02	1.316247e-01
1.721869e-02	1.306504e-01
1.757924e-02	1.297071e-01
1.794734e-02	1.287948e-01
1.832314e-02	1.279135e-01
1.870682e-02	1.270628e-01
1.909853e-02	1.262428e-01
1.949845e-02	1.254531e-01
1.990673e-02	1.246938e-01
2.032357e-02	1.239644e-01
2.074914e-02	1.232649e-01
2.118361e-02	1.225950e-01
2.162719e-02	1.219544e-01
2.208005e-02	1.213429e-01
2.254239e-02	1.207601e-01
2.301442e-02	1.202057e-01
2.349633e-02	1.196795e-01
2.398833e-02	1.191810e-01
2.449063e-02	1.187100e-01
2.500345e-02	1.182660e-01
2.552701e-02	1.178487e-01
2.606154e-02	1.174576e-01
2.660725e-02	1.170924e-01
2.716439e-02	1.167527e-01
2.773320e-02	1.164379e-01
2.831392e-02	1.161477e-01
2.890680e-02	1.158816e-01
2.951209e-02	1.156391e-01
3.013006e-02	1.154198e-01
3.076097e-02	1.152231e-01
3.140509e-02	1.150486e-01
3.206269e-02	1.148957e-01
3.273407e-02	1.147640e-01
3.341950e-02	1.146529e-01
3.411929e-02	1.145619e-01
3.483373e-02	1.144904e-01
3.556313e-02	1.144380e-01
3.630781e-02	1.144040e-01
3.706807e-02	1.143879e-01
3.784426e-02	1.143892e-01
3.863670e-02	1.144073e-01
3.944573e-02	1.144417e-01
4.027170e-02	1.144918e-01
4.111497e-02	1.145569e-01
4.197590e-02	1.146367e-01
4.285485e-02	1.147304e-01
4.375221e-02	1.148376e-01
4.466836e-02	1.149576e-01
4.560369e-02	1.150900e-01
4.655861e-02	1.152341e-01
4.753352e-02	1.153893e-01
4.852885e-02	1.155552e-01
4.954502e-02	1.157312e-01
5.058247e-02	1.159166e-01
5.164164e-02	1.161111e-01
5.272299e-02	1.163139e-01
5.382698e-02	1.165247e-01
5.495409e-02	1.167428e-01
5.610480e-02	1.169678e-01
5.727960e-02	1.171990e-01
5.847901e-02	1.174361e-01
5.970353e-02	1.176784e-01
6.095369e-02	1.179255e-01
6.223003e-02	1.181769e-01
6.353309e-02	1.184322e-01
6.486344e-02	1.186907e-01
6.622165e-02	1.189521e-01
6.760830e-02	1.192160e-01
6.902398e-02	1.194818e-01
7.046931e-02	1.197491e-01
7.194490e-02	1.200175e-01
