#time(s)	value
7.568329e-06	6.630919e-01
7.726806e-06	6.625561e-01
7.888601e-06	6.620237e-01
8.053784e-06	6.614942e-01
8.222426e-06	6.609669e-01
8.394600e-06	6.604415e-01
8.570378e-06	6.599172e-01
8.749838e-06	6.593936e-01
8.933055e-06	6.588701e-01
9.120108e-06	6.583462e-01
9.311079e-06	6.578212e-01
9.506048e-06	6.572948e-01
9.705100e-06	6.567662e-01
9.908319e-06	6.562351e-01
1.011579e-05	6.557007e-01
1.032761e-05	6.551627e-01
1.054387e-05	6.546204e-01
1.076465e-05	6.540734e-01
1.099006e-05	6.535210e-01
1.122018e-05	6.529629e-01
1.145513e-05	6.523984e-01
1.169499e-05	6.518271e-01
1.193988e-05	6.512484e-01
1.218990e-05	6.506619e-01
1.244515e-05	6.500671e-01
1.270574e-05	6.494634e-01
1.297179e-05	6.488504e-01
1.324342e-05	6.482277e-01
1.352073e-05	6.475947e-01
1.380384e-05	6.469510e-01
1.409289e-05	6.462962e-01
1.438799e-05	6.456298e-01
1.468926e-05	6.449514e-01
1.499685e-05	6.442605e-01
1.531087e-05	6.435569e-01
1.563148e-05	6.428399e-01
1.595879e-05	6.421094e-01
1.629296e-05	6.413648e-01
1.663413e-05	6.406058e-01
1.698244e-05	6.398321e-01
1.733804e-05	6.390433e-01
1.770109e-05	6.382391e-01
1.807174e-05	6.374191e-01
1.845015e-05	6.365830e-01
1.883649e-05	6.357305e-01
1.923092e-05	6.348614e-01
1.963360e-05	6.339753e-01
2.004472e-05	6.330719e-01
2.046445e-05	6.321511e-01
2.089296e-05	6.312126e-01
2.133045e-05	6.302561e-01
2.177710e-05	6.292815e-01
2.223310e-05	6.282884e-01
2.269865e-05	6.272768e-01
2.317395e-05	6.262464e-01
2.365920e-05	6.251972e-01
2.415461e-05	6.241288e-01
2.466039e-05	6.230412e-01
2.517677e-05	6.219343e-01
2.570396e-05	6.208079e-01
2.624219e-05	6.196620e-01
2.679168e-05	6.184964e-01
2.735269e-05	6.173111e-01
2.792544e-05	6.161060e-01
2.851018e-05	6.148811e-01
2.910717e-05	6.136364e-01
2.971666e-05	6.123717e-01
3.033891e-05	6.110872e-01
3.097419e-05	6.097828e-01
3.162278e-05	6.084585e-01
3.228494e-05	6.071144e-01
3.296097e-05	6.057505e-01
3.365116e-05	6.043670e-01
3.435579e-05	6.029638e-01
3.507519e-05	6.015410e-01
3.580964e-05	6.000988e-01
3.655948e-05	5.986373e-01
3.732502e-05	5.971565e-01
3.810658e-05	5.956568e-01
3.890451e-05	5.941381e-01
3.971915e-05	5.926006e-01
4.055085e-05	5.910447e-01
4.139997e-05	5.894703e-01
4.226686e-05	5.878778e-01
4.315191e-05	5.862674e-01
4.405549e-05	5.846393e-01
4.497799e-05	5.829937e-01
4.591980e-05	5.813309e-01
4.688134e-05	5.796512e-01
4.786301e-05	5.779548e-01
4.886524e-05	5.762420e-01
4.988845e-05	5.745132e-01
5.093309e-05	5.727687e-01
5.199960e-05	5.710088e-01
5.308844e-05	5.692337e-01
5.420009e-05	5.674439e-01
5.533501e-05	5.656398e-01
5.649370e-05	5.638216e-01
5.767665e-05	5.619898e-01
5.888437e-05	5.601448e-01
6.011737e-05	5.582869e-01
6.137620e-05	5.564166e-01
6.266139e-05	5.545342e-01
6.397348e-05	5.526403e-01
6.531306e-05	5.507352e-01
6.668068e-05	5.488193e-01
6.807694e-05	5.468932e-01
6.950243e-05	5.449572e-01
7.095778e-05	5.430119e-01
7.244360e-05	5.410577e-01
7.396053e-05	5.390950e-01
7.550922e-05	5.371245e-01
7.709035e-05	5.351464e-01
7.870458e-05	5.331614e-01
8.035261e-05	5.311699e-01
8.203515e-05	5.291725e-01
8.375293e-05	5.271696e-01
8.550667e-05	5.251618e-01
8.729714e-05	5.231495e-01
8.912509e-05	5.211333e-01
9.099133e-05	5.191136e-01
9.289664e-05	5.170911e-01
9.484185e-05	5.150662e-01
9.682779e-05	5.130395e-01
9.885531e-05	5.110114e-01
1.009253e-04	5.089826e-01
1.030386e-04	5.069535e-01
1.051962e-04	5.049245e-01
1.073989e-04	5.028965e-01
1.096478e-04	5.008696e-01
1.119438e-04	4.988445e-01
1.142878e-04	4.968218e-01
1.166810e-04	4.948018e-01
1.191242e-04	4.927852e-01
1.216186e-04	4.907725e-01
1.241652e-04	4.887640e-01
1.267652e-04	4.867604e-01
1.294196e-04	4.847621e-01
1.321296e-04	4.827696e-01
1.348963e-04	4.807834e-01
1.377209e-04	4.788039e-01
1.406048e-04	4.768316e-01
1.435489e-04	4.748670e-01
1.465548e-04	4.729105e-01
1.496236e-04	4.709625e-01
1.527566e-04	4.690235e-01
1.559553e-04	4.670939e-01
1.592209e-04	4.651741e-01
1.625549e-04	4.632645e-01
1.659587e-04	4.613655e-01
1.694338e-04	4.594774e-01
1.729816e-04	4.576007e-01
1.766038e-04	4.557356e-01
1.803018e-04	4.538825e-01
1.840772e-04	4.520418e-01
1.879317e-04	4.502138e-01
1.918669e-04	4.483987e-01
1.958845e-04	4.465968e-01
1.999862e-04	4.448084e-01
2.041738e-04	4.430338e-01
2.084491e-04	4.412732e-01
2.128139e-04	4.395269e-01
2.172701e-04	4.377949e-01
2.218196e-04	4.360776e-01
2.264644e-04	4.343751e-01
2.312065e-04	4.326876e-01
2.360478e-04	4.310151e-01
2.409905e-04	4.293579e-01
2.460368e-04	4.277161e-01
2.511886e-04	4.260896e-01
2.564484e-04	4.244787e-01
2.618183e-04	4.228833e-01
2.673006e-04	4.213035e-01
2.728978e-04	4.197393e-01
2.786121e-04	4.181907e-01
2.844461e-04	4.166577e-01
2.904023e-04	4.151402e-01
2.964831e-04	4.136382e-01
3.026913e-04	4.121516e-01
3.090295e-04	4.106804e-01
3.155005e-04	4.092243e-01
3.221069e-04	4.077833e-01
3.288516e-04	4.063572e-01
3.357376e-04	4.049459e-01
3.427678e-04	4.035491e-01
3.499452e-04	4.021666e-01
3.572728e-04	4.007983e-01
3.647539e-04	3.994439e-01
3.723917e-04	3.981030e-01
3.801894e-04	3.967755e-01
3.881504e-04	3.954610e-01
3.962780e-04	3.941593e-01
4.045759e-04	3.928699e-01
4.130475e-04	3.915925e-01
4.216965e-04	3.903268e-01
4.305266e-04	3.890724e-01
4.395416e-04	3.878289e-01
4.487454e-04	3.865958e-01
4.581419e-04	3.853728e-01
4.677351e-04	3.841593e-01
4.775293e-04	3.829550e-01
4.875285e-04	3.817593e-01
4.977371e-04	3.805718e-01
5.081594e-04	3.793919e-01
5.188000e-04	3.782192e-01
5.296634e-04	3.770531e-01
5.407543e-04	3.758931e-01
5.520774e-04	3.747386e-01
5.636377e-04	3.735891e-01
5.754399e-04	3.724441e-01
5.874894e-04	3.713028e-01
5.997911e-04	3.701649e-01
6.123504e-04	3.690295e-01
6.251727e-04	3.678963e-01
6.382635e-04	3.667645e-01
6.516284e-04	3.656335e-01
6.652732e-04	3.645028e-01
6.792036e-04	3.633717e-01
6.934258e-04	3.622396e-01
7.079458e-04	3.611058e-01
7.227698e-04	3.599697e-01
7.379042e-04	3.588308e-01
7.533556e-04	3.576883e-01
7.691304e-04	3.565417e-01
7.852356e-04	3.553902e-01
8.016781e-04	3.542334e-01
8.184648e-04	3.530705e-01
8.356030e-04	3.519009e-01
8.531001e-04	3.507241e-01
8.709636e-04	3.495393e-01
8.892011e-04	3.483461e-01
9.078205e-04	3.471438e-01
9.268298e-04	3.459317e-01
9.462372e-04	3.447094e-01
9.660509e-04	3.434762e-01
9.862795e-04	3.422317e-01
1.006932e-03	3.409751e-01
1.028016e-03	3.397060e-01
1.049542e-03	3.384239e-01
1.071519e-03	3.371282e-01
1.093956e-03	3.358184e-01
1.116863e-03	3.344940e-01
1.140250e-03	3.331546e-01
1.164126e-03	3.317996e-01
1.188502e-03	3.304287e-01
1.213389e-03	3.290414e-01
1.238797e-03	3.276372e-01
1.264736e-03	3.262159e-01
1.291219e-03	3.247769e-01
1.318257e-03	3.233199e-01
1.345860e-03	3.218447e-01
1.374042e-03	3.203508e-01
1.402814e-03	3.188380e-01
1.432188e-03	3.173060e-01
1.462177e-03	3.157545e-01
1.492794e-03	3.141833e-01
1.524053e-03	3.125921e-01
1.555966e-03	3.109808e-01
1.588547e-03	3.093492e-01
1.621810e-03	3.076971e-01
1.655770e-03	3.060244e-01
1.690441e-03	3.043310e-01
1.725838e-03	3.026168e-01
1.761976e-03	3.008817e-01
1.798871e-03	2.991258e-01
1.836538e-03	2.973490e-01
1.874995e-03	2.955512e-01
1.914256e-03	2.937325e-01
1.954339e-03	2.918931e-01
1.995262e-03	2.900329e-01
2.037042e-03	2.881521e-01
2.079697e-03	2.862508e-01
2.123244e-03	2.843291e-01
2.167704e-03	2.823872e-01
2.213095e-03	2.804254e-01
2.259436e-03	2.784437e-01
2.306747e-03	2.764426e-01
2.355049e-03	2.744222e-01
2.404363e-03	2.723827e-01
2.454709e-03	2.703247e-01
2.506109e-03	2.682483e-01
2.558586e-03	2.661538e-01
2.612161e-03	2.640418e-01
2.666859e-03	2.619125e-01
2.722701e-03	2.597665e-01
2.779713e-03	2.576040e-01
2.837919e-03	2.554256e-01
2.897344e-03	2.532317e-01
2.958012e-03	2.510229e-01
3.019952e-03	2.487995e-01
3.083188e-03	2.465623e-01
3.147748e-03	2.443116e-01
3.213661e-03	2.420481e-01
3.280953e-03	2.397723e-01
3.349654e-03	2.374849e-01
3.419794e-03	2.351863e-01
3.491403e-03	2.328773e-01
3.564511e-03	2.305584e-01
3.639150e-03	2.282303e-01
3.715352e-03	2.258937e-01
3.793150e-03	2.235492e-01
3.872576e-03	2.211975e-01
3.953666e-03	2.188392e-01
4.036454e-03	2.164752e-01
4.120975e-03	2.141060e-01
4.207266e-03	2.117324e-01
4.295364e-03	2.093550e-01
4.385307e-03	2.069747e-01
4.477133e-03	2.045922e-01
4.570882e-03	2.022082e-01
4.666594e-03	1.998234e-01
4.764310e-03	1.974385e-01
4.864072e-03	1.950544e-01
4.965923e-03	1.926718e-01
5.069907e-03	1.902914e-01
5.176068e-03	1.879139e-01
5.284453e-03	1.855401e-01
5.395106e-03	1.831709e-01
5.508077e-03	1.808068e-01
5.623413e-03	1.784487e-01
5.741165e-03	1.760974e-01
5.861382e-03	1.737534e-01
5.984116e-03	1.714177e-01
6.109420e-03	1.690909e-01
6.237348e-03	1.667737e-01
6.367955e-03	1.644669e-01
6.501297e-03	1.621712e-01
6.637431e-03	1.598873e-01
6.776415e-03	1.576158e-01
6.918310e-03	1.553576e-01
7.063176e-03	1.531132e-01
7.211075e-03	1.508834e-01
7.362071e-03	1.486688e-01
7.516229e-03	1.464700e-01
7.673615e-03	1.442878e-01
7.834296e-03	1.421227e-01
7.998343e-03	1.399754e-01
8.165824e-03	1.378464e-01
8.336812e-03	1.357364e-01
8.511380e-03	1.336459e-01
8.689604e-03	1.315756e-01
8.871560e-03	1.295259e-01
9.057326e-03	1.274975e-01
9.246982e-03	1.254908e-01
9.440609e-03	1.235063e-01
9.638290e-03	1.215446e-01
9.840111e-03	1.196061e-01
1.004616e-02	1.176912e-01
1.025652e-02	1.158006e-01
1.047129e-02	1.139344e-01
1.069055e-02	1.120934e-01
1.091440e-02	1.102777e-01
1.114295e-02	1.084876e-01
1.137627e-02	1.067238e-01
1.161449e-02	1.049864e-01
1.185769e-02	1.032759e-01
1.210598e-02	1.015925e-01
1.235947e-02	9.993645e-02
1.261828e-02	9.830805e-02
1.288250e-02	9.670766e-02
1.315225e-02	9.513548e-02
1.342765e-02	9.359169e-02
1.370882e-02	9.207651e-02
1.399587e-02	9.059018e-02
1.428894e-02	8.913277e-02
1.458814e-02	8.770452e-02
1.489361e-02	8.630551e-02
1.520548e-02	8.493587e-02
1.552387e-02	8.359574e-02
1.584893e-02	8.228517e-02
1.618080e-02	8.100420e-02
1.651962e-02	7.975291e-02
1.686553e-02	7.853133e-02
1.721869e-02	7.733944e-02
1.757924e-02	7.617728e-02
1.794734e-02	7.504481e-02
1.832314e-02	7.394202e-02
1.870682e-02	7.286879e-02
1.909853e-02	7.182511e-02
1.949845e-02	7.081086e-02
1.990673e-02	6.982599e-02
2.032357e-02	6.887033e-02
2.074914e-02	6.794376e-02
2.118361e-02	6.704618e-02
2.162719e-02	6.617738e-02
2.208005e-02	6.533721e-02
2.254239e-02	6.452548e-02
2.301442e-02	6.374198e-02
2.349633e-02	6.298650e-02
2.398833e-02	6.225882e-02
2.449063e-02	6.155870e-02
2.500345e-02	6.088587e-02
2.552701e-02	6.024008e-02
2.606154e-02	5.962104e-02
2.660725e-02	5.902849e-02
2.716439e-02	5.846211e-02
2.773320e-02	5.792159e-02
2.831392e-02	5.740661e-02
2.890680e-02	5.691685e-02
2.951209e-02	5.645196e-02
3.013006e-02	5.601159e-02
3.076097e-02	5.559539e-02
3.140509e-02	5.520299e-02
3.206269e-02	5.483402e-02
3.273407e-02	5.448808e-02
3.341950e-02	5.416479e-02
3.411929e-02	5.386375e-02
3.483373e-02	5.358456e-02
3.556313e-02	5.332680e-02
3.630781e-02	5.309005e-02
3.706807e-02	5.287390e-02
3.784426e-02	5.267791e-02
3.863670e-02	5.250164e-02
3.944573e-02	5.234466e-02
4.027170e-02	5.220652e-02
4.111497e-02	5.208678e-02
4.197590e-02	5.198497e-02
4.285485e-02	5.190065e-02
4.375221e-02	5.183335e-02
4.466836e-02	5.178262e-02
4.560369e-02	5.174798e-02
4.655861e-02	5.172897e-02
4.753352e-02	5.172513e-02
4.852885e-02	5.173597e-02
4.954502e-02	5.176104e-02
5.058247e-02	5.179985e-02
5.164164e-02	5.185193e-02
5.272299e-02	5.191681e-02
5.382698e-02	5.199401e-02
5.495409e-02	5.208306e-02
5.610480e-02	5.218349e-02
5.727960e-02	5.229482e-02
5.847901e-02	5.241658e-02
5.970353e-02	5.254830e-02
6.095369e-02	5.268951e-02
6.223003e-02	5.283974e-02
6.353309e-02	5.299853e-02
6.486344e-02	5.316542e-02
6.622165e-02	5.333994e-02
6.760830e-02	5.352164e-02
6.902398e-02	5.371007e-02
7.046931e-02	5.390476e-02
7.194490e-02	5.410529e-02
